Thu May 03 14:10:02 +0000 2012,198051794767724545,"MT @EverettSharp1: #arras95 Petain wishes to pressure the Americans to send troops to the FR Army. Haig thinks this will not happen.",<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>,false,197952597490020353,555829487,EverettSharp1,535273796,Arras95,'Arras95'',,'Reporting on all the news as it happens from the Battle of Arras, 1917. Part of the @UniofOxford @WW1C project. Thanks to @natlibscot for my profile picture.',http://a0.twimg.com/profile_images/1991149935/balloon-2_normal.jpg,http://ww1centenary.oucs.ox.ac.uk/battle-of-arras/arras95/,306,73,,,,,,0,false,false
Thu May 03 14:05:00 +0000 2012,198050530424135680,"RT @EverettSharp1: #arras95 Haig meets Pétain. If FR not pressing on another plan must be evolved: shortages becoming critical in FR army.",<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>,false,197952134313021441,555829487,EverettSharp1,535273796,Arras95,'Arras95'',,'Reporting on all the news as it happens from the Battle of Arras, 1917. Part of the @UniofOxford @WW1C project. Thanks to @natlibscot for my profile picture.',http://a0.twimg.com/profile_images/1991149935/balloon-2_normal.jpg,http://ww1centenary.oucs.ox.ac.uk/battle-of-arras/arras95/,306,73,,,,,,0,false,false
Thu May 03 14:00:06 +0000 2012,198049297231659009,"Just 8 of 60 men make it back from attempt on village of Cherisy (thanks to @EverettSharp1). #arras95",<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>,false,197936350111076353,555829487,EverettSharp1,535273796,Arras95,'Arras95'',,'Reporting on all the news as it happens from the Battle of Arras, 1917. Part of the @UniofOxford @WW1C project. Thanks to @natlibscot for my profile picture.',http://a0.twimg.com/profile_images/1991149935/balloon-2_normal.jpg,http://ww1centenary.oucs.ox.ac.uk/battle-of-arras/arras95/,306,73,,,,,,1,false,false
Thu May 03 13:55:00 +0000 2012,198048014479269889,"MT @EverettSharp1: #arras95 The Battle of Cherisy gives the 18th Div its first definite and substantial check. For check read defeat.",<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>,false,197935298586476544,555829487,EverettSharp1,535273796,Arras95,'Arras95'',,'Reporting on all the news as it happens from the Battle of Arras, 1917. Part of the @UniofOxford @WW1C project. Thanks to @natlibscot for my profile picture.',http://a0.twimg.com/profile_images/1991149935/balloon-2_normal.jpg,http://ww1centenary.oucs.ox.ac.uk/battle-of-arras/arras95/,306,73,,,,,,0,false,false
Thu May 03 13:50:00 +0000 2012,198046754648752131,"RT @EverettSharp1: #arras95 Sgt Cousins MM 7Beds: Order, counter order, confusion.  Wire uncut, officers did not know what was going on.",<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>,false,197934462644920320,555829487,EverettSharp1,535273796,Arras95,'Arras95'',,'Reporting on all the news as it happens from the Battle of Arras, 1917. Part of the @UniofOxford @WW1C project. Thanks to @natlibscot for my profile picture.',http://a0.twimg.com/profile_images/1991149935/balloon-2_normal.jpg,http://ww1centenary.oucs.ox.ac.uk/battle-of-arras/arras95/,306,73,,,,,,0,false,false
Thu May 03 13:39:06 +0000 2012,198044010164658178,"RT @EverettSharp1: #arras95 POW Gef. Freichs walks past his old MG position and sees all of his 'pals' battered to death. Cdns tell him  ...",<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>,false,,,,535273796,Arras95,'Arras95'',,'Reporting on all the news as it happens from the Battle of Arras, 1917. Part of the @UniofOxford @WW1C project. Thanks to @natlibscot for my profile picture.',http://a0.twimg.com/profile_images/1991149935/balloon-2_normal.jpg,http://ww1centenary.oucs.ox.ac.uk/battle-of-arras/arras95/,306,73,,,,,,1,false,false
Thu May 03 13:36:31 +0000 2012,198043361276461056,"RT @EverettSharp1: #arras95 Report: A voice from the dark shouted 'Retire'"It was one bloody great balls up" as men from the 7Beds and 1 ...",<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>,false,,,,535273796,Arras95,'Arras95'',,'Reporting on all the news as it happens from the Battle of Arras, 1917. Part of the @UniofOxford @WW1C project. Thanks to @natlibscot for my profile picture.',http://a0.twimg.com/profile_images/1991149935/balloon-2_normal.jpg,http://ww1centenary.oucs.ox.ac.uk/battle-of-arras/arras95/,306,73,,,,,,1,false,false
Thu May 03 13:35:50 +0000 2012,198043189838491648,"RT @8thEastLancs: Battalion training for Divisional Transport Competition.  Includes  'Cleanest Kit' and 'Tug-o-War' . New drafts arrivi ...",<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>,false,,,,535273796,Arras95,'Arras95'',,'Reporting on all the news as it happens from the Battle of Arras, 1917. Part of the @UniofOxford @WW1C project. Thanks to @natlibscot for my profile picture.',http://a0.twimg.com/profile_images/1991149935/balloon-2_normal.jpg,http://ww1centenary.oucs.ox.ac.uk/battle-of-arras/arras95/,306,73,,,,,,2,false,false
Thu May 03 12:50:00 +0000 2012,198031656299401218,"Defeat snatched from jaws of victory: the 167th Brigade has been repulsed by the 41st East Prussian Rgt.",<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>,false,,,,535273796,Arras95,'Arras95'',,'Reporting on all the news as it happens from the Battle of Arras, 1917. Part of the @UniofOxford @WW1C project. Thanks to @natlibscot for my profile picture.',http://a0.twimg.com/profile_images/1991149935/balloon-2_normal.jpg,http://ww1centenary.oucs.ox.ac.uk/battle-of-arras/arras95/,306,73,,50.2613193 2.9154031,,,,0,false,false
Thu May 03 11:09:01 +0000 2012,198006240884965377,"The Londoners of the 167th Brigade have succeeded in penetrating the German lines. http://t.co/hxSnLUdA",<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>,false,,,,535273796,Arras95,'Arras95'',,'Reporting on all the news as it happens from the Battle of Arras, 1917. Part of the @UniofOxford @WW1C project. Thanks to @natlibscot for my profile picture.',http://a0.twimg.com/profile_images/1991149935/balloon-2_normal.jpg,http://ww1centenary.oucs.ox.ac.uk/battle-of-arras/arras95/,306,73,,50.2613193 2.9154031,,,,0,false,false
Thu May 03 04:25:03 +0000 2012,197904580632256512,"1st Army has captured Fresnoy position from German divisions, fighting through gas and shells. http://t.co/JNKfTkNF",<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>,false,,,,535273796,Arras95,'Arras95'',,'Reporting on all the news as it happens from the Battle of Arras, 1917. Part of the @UniofOxford @WW1C project. Thanks to @natlibscot for my profile picture.',http://a0.twimg.com/profile_images/1991149935/balloon-2_normal.jpg,http://ww1centenary.oucs.ox.ac.uk/battle-of-arras/arras95/,306,73,,50.3655996 2.8875548,,,,0,false,false
Thu May 03 03:30:01 +0000 2012,197890730667147264,"Australian and Br. units again attacking the German trenches at Bullecourt. http://t.co/rQzdyptt",<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>,false,,,,535273796,Arras95,'Arras95'',,'Reporting on all the news as it happens from the Battle of Arras, 1917. Part of the @UniofOxford @WW1C project. Thanks to @natlibscot for my profile picture.',http://a0.twimg.com/profile_images/1991149935/balloon-2_normal.jpg,http://ww1centenary.oucs.ox.ac.uk/battle-of-arras/arras95/,306,73,,50.1978542 2.9534408,,,,0,false,false
Thu May 03 03:10:00 +0000 2012,197885694025277440,"3rd Army has launched attack to break through the Wotan Stellung, an expertly constructed trench system.",<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>,false,,,,535273796,Arras95,'Arras95'',,'Reporting on all the news as it happens from the Battle of Arras, 1917. Part of the @UniofOxford @WW1C project. Thanks to @natlibscot for my profile picture.',http://a0.twimg.com/profile_images/1991149935/balloon-2_normal.jpg,http://ww1centenary.oucs.ox.ac.uk/battle-of-arras/arras95/,306,73,,50.2613193 2.9154031,,,,0,false,false
Wed May 02 12:46:24 +0000 2012,197668360664780802,"RT @2ndCMR: Working party furnished for road building as on May 1st.  Hostile artillery again active on camp at LA TARGETTE – No casualt ...",<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>,false,,,,535273796,Arras95,'Arras95'',,'Reporting on all the news as it happens from the Battle of Arras, 1917. Part of the @UniofOxford @WW1C project. Thanks to @natlibscot for my profile picture.',http://a0.twimg.com/profile_images/1991149935/balloon-2_normal.jpg,http://ww1centenary.oucs.ox.ac.uk/battle-of-arras/arras95/,306,73,,,,,,1,false,false
Wed May 02 12:40:24 +0000 2012,197666850098786304,"Casualties in @8theastlancs between Apr 23-28: 7 officers &amp; 187 OR. Reinforcements arriving in strength now. #arras95 (Via @8theastlancs)",<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>,false,,,,535273796,Arras95,'Arras95'',,'Reporting on all the news as it happens from the Battle of Arras, 1917. Part of the @UniofOxford @WW1C project. Thanks to @natlibscot for my profile picture.',http://a0.twimg.com/profile_images/1991149935/balloon-2_normal.jpg,http://ww1centenary.oucs.ox.ac.uk/battle-of-arras/arras95/,306,73,,,,,,1,false,false
Wed May 02 12:39:23 +0000 2012,197666596364353537,"RT @8thEastLancs: 'Battalion training at Ambrines.'  #arras95   #WW1",<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>,false,,,,535273796,Arras95,'Arras95'',,'Reporting on all the news as it happens from the Battle of Arras, 1917. Part of the @UniofOxford @WW1C project. Thanks to @natlibscot for my profile picture.',http://a0.twimg.com/profile_images/1991149935/balloon-2_normal.jpg,http://ww1centenary.oucs.ox.ac.uk/battle-of-arras/arras95/,306,73,,,,,,1,false,false
Wed May 02 12:39:15 +0000 2012,197666562474385408,"MT @EverettSharp1: #arras95 11am Haig conference with Gough and Allenby fix zero hr at 4.45. But Allenby must conform to Horne.",<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>,false,,,,535273796,Arras95,'Arras95'',,'Reporting on all the news as it happens from the Battle of Arras, 1917. Part of the @UniofOxford @WW1C project. Thanks to @natlibscot for my profile picture.',http://a0.twimg.com/profile_images/1991149935/balloon-2_normal.jpg,http://ww1centenary.oucs.ox.ac.uk/battle-of-arras/arras95/,306,73,,,,,,1,false,false
Wed May 02 08:08:35 +0000 2012,197598448512548864,"Agents confirm that over 25000 young people (mainly girls) have been removed from Lille and made to work in agriculture; via @EverettSharp1.",<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>,false,,,,535273796,Arras95,'Arras95'',,'Reporting on all the news as it happens from the Battle of Arras, 1917. Part of the @UniofOxford @WW1C project. Thanks to @natlibscot for my profile picture.',http://a0.twimg.com/profile_images/1991149935/balloon-2_normal.jpg,http://ww1centenary.oucs.ox.ac.uk/battle-of-arras/arras95/,306,73,,,,,,0,false,false
Wed May 02 08:07:13 +0000 2012,197598102209822722,"RT @2ndCMR: Weather fine.  #Arras95",<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>,false,,,,535273796,Arras95,'Arras95'',,'Reporting on all the news as it happens from the Battle of Arras, 1917. Part of the @UniofOxford @WW1C project. Thanks to @natlibscot for my profile picture.',http://a0.twimg.com/profile_images/1991149935/balloon-2_normal.jpg,http://ww1centenary.oucs.ox.ac.uk/battle-of-arras/arras95/,306,73,,,,,,1,false,false
Tue May 01 19:32:22 +0000 2012,197408138897530880,"Further to last message, might French Army disintegrate, lured by the seeming panacea of Socialism? (Via @EverettSharp1)",<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>,false,,,,535273796,Arras95,'Arras95'',,'Reporting on all the news as it happens from the Battle of Arras, 1917. Part of the @UniofOxford @WW1C project. Thanks to @natlibscot for my profile picture.',http://a0.twimg.com/profile_images/1991149935/balloon-2_normal.jpg,http://ww1centenary.oucs.ox.ac.uk/battle-of-arras/arras95/,306,73,,,,,,0,false,false
Tue May 01 19:31:37 +0000 2012,197407951378587648,".@EverettSharp1 reporting from Petrograd: Russian Army in the Caucasus disintegrating. #Arras95",<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>,false,,,,535273796,Arras95,'Arras95'',,'Reporting on all the news as it happens from the Battle of Arras, 1917. Part of the @UniofOxford @WW1C project. Thanks to @natlibscot for my profile picture.',http://a0.twimg.com/profile_images/1991149935/balloon-2_normal.jpg,http://ww1centenary.oucs.ox.ac.uk/battle-of-arras/arras95/,306,73,,,,,,0,false,false
Tue May 01 19:30:38 +0000 2012,197407703742681088,"MT @EverettSharp1: #arras95 GHQ believe cause of Nivelle's failure due to miscalculation.",<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>,false,,,,535273796,Arras95,'Arras95'',,'Reporting on all the news as it happens from the Battle of Arras, 1917. Part of the @UniofOxford @WW1C project. Thanks to @natlibscot for my profile picture.',http://a0.twimg.com/profile_images/1991149935/balloon-2_normal.jpg,http://ww1centenary.oucs.ox.ac.uk/battle-of-arras/arras95/,306,73,,,,,,0,false,false
Tue May 01 19:30:06 +0000 2012,197407568627376128,"(Thanks to @EverettSharp1 for last message.)",<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>,false,,,,535273796,Arras95,'Arras95'',,'Reporting on all the news as it happens from the Battle of Arras, 1917. Part of the @UniofOxford @WW1C project. Thanks to @natlibscot for my profile picture.',http://a0.twimg.com/profile_images/1991149935/balloon-2_normal.jpg,http://ww1centenary.oucs.ox.ac.uk/battle-of-arras/arras95/,306,73,,,,,,0,false,false
Tue May 01 19:29:49 +0000 2012,197407495701004288,"GHQ to GB War Cabinet 'The Enemy has already been weakened appreciably but time is required to wear down his great no. of troops'.",<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>,false,,,,535273796,Arras95,'Arras95'',,'Reporting on all the news as it happens from the Battle of Arras, 1917. Part of the @UniofOxford @WW1C project. Thanks to @natlibscot for my profile picture.',http://a0.twimg.com/profile_images/1991149935/balloon-2_normal.jpg,http://ww1centenary.oucs.ox.ac.uk/battle-of-arras/arras95/,306,73,,,,,,0,false,false
Tue May 01 09:42:01 +0000 2012,197259571251781632,"Cpt Barnfather: They are all heroes—saw plenty of men knocked about—never heard one word of complaint—simply glorious (@EverettSharp1).",<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>,false,197256872363958273,555829487,EverettSharp1,535273796,Arras95,'Arras95'',,'Reporting on all the news as it happens from the Battle of Arras, 1917. Part of the @UniofOxford @WW1C project. Thanks to @natlibscot for my profile picture.',http://a0.twimg.com/profile_images/1991149935/balloon-2_normal.jpg,http://ww1centenary.oucs.ox.ac.uk/battle-of-arras/arras95/,306,73,,,,,,1,false,false
Tue May 01 09:40:01 +0000 2012,197259068342140928,"RT @EverettSharp1: #arras95 17Mdx further reports that over 250 officers and men must have fallen into enemy hands on the 28th.",<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>,false,197255566597435392,555829487,EverettSharp1,535273796,Arras95,'Arras95'',,'Reporting on all the news as it happens from the Battle of Arras, 1917. Part of the @UniofOxford @WW1C project. Thanks to @natlibscot for my profile picture.',http://a0.twimg.com/profile_images/1991149935/balloon-2_normal.jpg,http://ww1centenary.oucs.ox.ac.uk/battle-of-arras/arras95/,306,73,,,,,,1,false,false
Tue May 01 09:30:04 +0000 2012,197256565500284930,"RT @8thEastLancs: 'Battalion rested at Ambrines.'  #arras95 #WW1 #ukoer",<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>,false,197025501183885312,548602764,8thEastLancs,535273796,Arras95,'Arras95'',,'Reporting on all the news as it happens from the Battle of Arras, 1917. Part of the @UniofOxford @WW1C project. Thanks to @natlibscot for my profile picture.',http://a0.twimg.com/profile_images/1991149935/balloon-2_normal.jpg,http://ww1centenary.oucs.ox.ac.uk/battle-of-arras/arras95/,306,73,,,,,,0,false,false
Tue May 01 09:07:01 +0000 2012,197250763355983873,"French army on the Aisne has defeated two German advances south of Moronvillers. http://t.co/qzrQNK2L",<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>,false,,,,535273796,Arras95,'Arras95'',,'Reporting on all the news as it happens from the Battle of Arras, 1917. Part of the @UniofOxford @WW1C project. Thanks to @natlibscot for my profile picture.',http://a0.twimg.com/profile_images/1991149935/balloon-2_normal.jpg,http://ww1centenary.oucs.ox.ac.uk/battle-of-arras/arras95/,306,73,,49.4581747 3.6541858,,,,0,false,false
Tue May 01 08:45:01 +0000 2012,197245226316865536,"RT @2ndCMR: Weather fine. Battn working party of 9 Officers and 400 OR for building roads between NEUVILLE ST VAAST &amp; THELUS.   #Arras95",<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>,false,197218805640986625,528621766,2ndCMR,535273796,Arras95,'Arras95'',,'Reporting on all the news as it happens from the Battle of Arras, 1917. Part of the @UniofOxford @WW1C project. Thanks to @natlibscot for my profile picture.',http://a0.twimg.com/profile_images/1991149935/balloon-2_normal.jpg,http://ww1centenary.oucs.ox.ac.uk/battle-of-arras/arras95/,306,73,,,,,,0,false,false
Tue May 01 08:40:00 +0000 2012,197243965400031232,"RT @DBS48: Visibility good. A number of hostile aeroplanes over Battery position. Heavy hostile barrage on British front line. #arras95",<a href="http://www.tweetdeck.com" rel="nofollow">TweetDeck</a>,false,197207584904712193,185608258,DBS48,535273796,Arras95,'Arras95'',,'Reporting on all the news as it happens from the Battle of Arras, 1917. Part of the @UniofOxford @WW1C project. Thanks to @natlibscot for my profile picture.',http://a0.twimg.com/profile_images/1991149935/balloon-2_normal.jpg,http://ww1centenary.oucs.ox.ac.uk/battle-of-arras/arras95/,306,73,,,,,,0,false,false
